path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\983a285413.wav,१० कक्षासम्म भारतको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\987a2b5bbd.wav,१० बजेदेखि राति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\982148c8dc.wav,१९९२ सम्म बसे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9895d5dbdd.wav,२०० किमि लामो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\985371e274.wav,२०२९ मा मनको बाँधमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98bb7ec8cd.wav,२०४६ सालको राजनैतिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\982e12230c.wav,२१ औँ शताब्दीसम्म
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9812e2cb3c.wav,२१ पटक छाती
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9846c8e22a.wav,२२ पद्य उपलब्ध
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98661ac43f.wav,२३ मा राजको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\985d68bf45.wav,३० जनवरी २०११
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98c1d41d6d.wav,३८० माइल प्रतिसेकेन्ड
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\981abfd1cc.wav,४५ हजार किमि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9883e72d9c.wav,८९ प्रतिशत नजिकै
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98d819a5bd.wav,अङ्ग्रेजहरूले १६२०मा रेशम तथा छिटको व्यापारको लागि यहाँ फ्याक्ट्री खोले।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98ac8a4efe.wav,अछामी प्रत्यक्षबाट विजयी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98c3721566.wav,अतिरिक्त रगत
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9896ef0b58.wav,अथवा शरीरको लागि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9882c51b25.wav,अथोराकोटमा स्थानान्तरित गरियो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98424033d1.wav,अधिकार अघिल्लो प्रकरणमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\988319fbcf.wav,अधिकारको सृजना गर्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98f7ba6bb0.wav,अनि के हामी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9809e01515.wav,अनि बल्ल रूपले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98334532d9.wav,अनुसार विसिकु दुङमाकुले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98717f3ce9.wav,अनेकानेक कष्ट व्यहोर्नुपर्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98c7215f69.wav,अन्तर्राष्ट्रिय सन्धिमा हस्ताक्षर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\984420ade1.wav,अन्त्येष्टि गरिने हिमाली
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\985a0eb2ff.wav,अन्ना हजारेको अनसनको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9818a5885e.wav,अन्ना हजारेको भ्रष्टाचार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\981c39948b.wav,अभिनेता हुन् जो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\983bb2f752.wav,अभिनेत्री एस्ली इरिक्सनको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98f5c32f95.wav,अमेरिका यात्रा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98851f27d8.wav,अमेरिकी डलर छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98cf8cd600.wav,अरनिको यातायात सेवा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98e4630e72.wav,अरुलाई अगाडि राखेर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\981c843660.wav,अर्को राशीमा प्रवेश गर्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98f07b18b6.wav,अर्घखाँची जिल्लाको एउटा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\982419fac1.wav,अर्जेन्टिनामा प्रशारण गरे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98237239d4.wav,अर्थ्याउन सकिन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9827567e0d.wav,अवरोधको प्रमुख कारण
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98cd4a285f.wav,अवसरमा समुद्रकुमारी राणालाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98f8ad7341.wav,अवसरमा संसारभर छरिएर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\980d753085.wav,अवस्थाको रूपमा लिइन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98959f575d.wav,अवस्थामा पुर्‍याउँदछ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98ceeade29.wav,अवस्थालाई पनि प्रदर्शित
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\986159ce67.wav,असारमा काठमाडौँको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98bfb9491f.wav,अस्थायी सिसप अनुमति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9886a18093.wav,अस्पतालमा जम्मा १६
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98d77079bc.wav,अस्लेवा गुल्मी जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\981c56f46e.wav,अहमदनगरमा छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\982f602f30.wav,आकर्षित गरी जोखिम
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98bb332924.wav,आकार पुच्छरका रूपमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98b3d01955.wav,आक्रमणको शैलीमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\981cee7ff5.wav,आदि ऐतिहासिक तथा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98d9b3d850.wav,आदिवासी पृथ्वीका सबैभन्दा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\9847ff55b6.wav,आनी हुन्।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98180ef10b.wav,आन्दोलनमा उत्रिए
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\98\processed_wav\98635f4f78.wav,आफूले भोगेको पीडा
